mets,InChIKeys,InChIs,SMILES
asp_D,InChIKey=CKLJMWTZIZZHCS-UWTATZPHSA-M,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m1/s1",C([C@H](C(=O)O)N)C(=O)[O-]
asp_L,InChIKey=CKLJMWTZIZZHCS-REOHCLBHSA-M,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m0/s1",C([C@@H](C(=O)O)N)C(=O)[O-]
atp,InChIKey=ZKHQWZAMYRWXGA-KQYNXXCUSA-J,"InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/p-4/t4-,6-,7-,10-/m1/s1",C([C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)O)OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-]
bamppald,InChIKey=PCXDJQZLDDHMGX-UHFFFAOYSA-O,"InChI=1S/C3H7NO/c4-2-1-3-5/h3H,1-2,4H2/p+1",C(C[NH3+])C=O
bhb,InChIKey=WHBMMWSBFZVSSR-GSVOUGTGSA-M,"InChI=1S/C4H8O3/c1-3(5)2-4(6)7/h3,5H,2H2,1H3,(H,6,7)/p-1/t3-/m1/s1",C[C@H](CC(=O)[O-])O
btcoa,InChIKey=CRFNGMNYKDXRTN-CITAKDKDSA-J,"InChI=1S/C25H42N7O17P3S/c1-4-5-16(34)53-9-8-27-15(33)6-7-28-23(37)20(36)25(2,3)11-46-52(43,44)49-51(41,42)45-10-14-19(48-50(38,39)40)18(35)24(47-14)32-13-31-17-21(26)29-12-30-22(17)32/h12-14,18-20,24,35-36H,4-11H2,1-3H3,(H,27,33)(H,28,37)(H,41,42)(H,43,44)(H2,26,29,30)(H2,38,39,40)/p-4/t14-,18-,19-,20+,24-/m1/s1",[C@H]1(O[C@@H]([C@H]([C@H]1O)OP(=O)([O-])[O-])COP(=O)(OP(=O)(OCC(C)(C)[C@H](C(=O)NCCC(=O)NCCSC(=O)CCC)O)[O-])[O-])n1c2c(nc1)c(ncn2)N
but,InChIKey=FERIUCNNQQJTOY-UHFFFAOYSA-M,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",CCCC(=O)[O-]
c10crn,InChIKey=LZOSYCMHQXPBFU-OAHLLOKOSA-N,"InChI=1S/C17H33NO4/c1-5-6-7-8-9-10-11-12-17(21)22-15(13-16(19)20)14-18(2,3)4/h15H,5-14H2,1-4H3/t15-/m1/s1",[C@H](OC(=O)CCCCCCCCC)(C[N+](C)(C)C)CC(=O)[O-]
c4crn,InChIKey=QWYFHHGCZUCMBN-SECBINFHSA-N,"InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3/t9-/m1/s1",[C@H](OC(=O)CCC)(C[N+](C)(C)C)CC(=O)[O-]
c51crn,InChIKey=WURBQCVBQNMUQT-RMKNXTFCSA-N,"InChI=1S/C12H21NO4/c1-6-9(2)12(16)17-10(7-11(14)15)8-13(3,4)5/h6,10H,7-8H2,1-5H3/b9-6+",O(C(C[N+](C)(C)C)CC(=O)[O-])C(=O)/C(=C/C)/C
c5dc,InChIKey=NXJAXUYOQLTISD-VIFPVBQESA-N,"InChI=1S/C12H21NO6/c1-13(2,3)8-9(7-11(16)17)19-12(18)6-4-5-10(14)15/h9H,4-8H2,1-3H3,(H-,14,15,16,17)/t9-/m0/s1",O([C@H](C[N+](C)(C)C)CC(=O)[O-])C(=O)CCCC(=O)O
ca2,InChIKey=BHPQYMZQTOCNFJ-UHFFFAOYSA-N,"InChI=1S/Ca/q+2",[Ca+2]
caproic,InChIKey=FUZZWVXGSFPDMH-UHFFFAOYSA-M,"InChI=1S/C6H12O2/c1-2-3-4-5-6(7)8/h2-5H2,1H3,(H,7,8)/p-1",CCCCCC(=O)[O-]
cdp,InChIKey=ZWIADYZPOWUWEW-XVFCMESISA-K,"InChI=1S/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H2,10,11,15)(H2,16,17,18)/p-3/t4-,6-,7-,8-/m1/s1",c1cn([C@H]2[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)([O-])[O-])O2)O)O)c(nc1=N)[O-]
cdpdag_hs,,"",O[C@H]1[C@@H](O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H](OC(=O)*)COC(=O)*)[C@H]1O)n1ccc(nc1=O)N
cgly,InChIKey=ZUKPVRWZDMRIEO-VKHMYHEASA-N,"InChI=1S/C5H10N2O3S/c6-3(2-11)5(10)7-1-4(8)9/h3,11H,1-2,6H2,(H,7,10)(H,8,9)/t3-/m0/s1",[C@@H](C(=O)NCC(=O)O)(CS)N
chlstol,InChIKey=PKEPPDGGTSZLBL-FZAJRYLSSA-N,"InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h7,10,19-21,23-25,28H,6,8-9,11-17H2,1-5H3/t19-,20+,21+,23-,24+,25?,26+,27-/m1/s1",[C@H]12C3=CC[C@@H]4[C@@](C3CC[C@@]1([C@H](CC2)[C@@H](CCC=C(C)C)C)C)(CC[C@@H](C4)O)C
chol,InChIKey=OEYIOHPDSNJKLS-UHFFFAOYSA-N,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",[N+](CCO)(C)(C)C
cholp,InChIKey=YHHSONZFOIEMCP-UHFFFAOYSA-M,"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p-1",C[N+](C)(C)CCOP(=O)([O-])[O-]
chsterol,InChIKey=HVYWMOMLDIMFJA-DPAQBDIFSA-N,"InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25,28H,6-8,10-17H2,1-5H3/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1",C[C@]12CC[C@@H]3[C@@]4(C)CC[C@H](O)CC4=CC[C@H]3[C@@H]1CC[C@@H]2[C@@H](CCCC(C)C)C
chsterols,InChIKey=BHYOQNUELFTYRT-DPAQBDIFSA-M,"InChI=1S/C27H46O4S/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(31-32(28,29)30)13-15-26(20,4)25(22)14-16-27(23,24)5/h9,18-19,21-25H,6-8,10-17H2,1-5H3,(H,28,29,30)/p-1/t19-,21+,22+,23-,24+,25+,26+,27-/m1/s1",CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OS(=O)(=O)[O-]
cit,InChIKey=KRKNYBCHXYNGOX-UHFFFAOYSA-K,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3",C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O
citr_L,InChIKey=RHGKLRLOHDJJDR-BYPYZUCNSA-N,"InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1",C(NC(=O)N)CC[C@@H](C(=O)O)N
cl,InChIKey=VEXZGXHMUGYJMC-UHFFFAOYSA-M,"InChI=1S/ClH/h1H/p-1",[Cl-]
clpn_hs,,"",OC(COP(=O)(O)OC[C@H](OC(=O)*)COC(=O)*)COP(=O)(O)OC[C@H](OC(=O)*)COC(=O)*
cmp,InChIKey=IERHLVCPSMICTF-XVFCMESISA-L,"InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/p-2/t4-,6-,7-,8-/m1/s1",c1cn([C@H]2[C@@H]([C@@H]([C@@H](COP(=O)([O-])O)O2)O)O)c(nc1=N)[O-]
co2,InChIKey=CURLTUGMZLYLDI-UHFFFAOYSA-N,"InChI=1S/CO2/c2-1-3",O=C=O
coa,InChIKey=RGJOEKWQDUBAIZ-IBOSZNHHSA-J,"InChI=1S/C21H36N7O16P3S/c1-21(2,16(31)19(32)24-4-3-12(29)23-5-6-48)8-41-47(38,39)44-46(36,37)40-7-11-15(43-45(33,34)35)14(30)20(42-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-31,48H,3-8H2,1-2H3,(H,23,29)(H,24,32)(H,36,37)(H,38,39)(H2,22,25,26)(H2,33,34,35)/p-4/t11-,14-,15-,16+,20-/m1/s1",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])[C@H](C(=NCCC(=NCCS)[O-])[O-])O
cortsn,InChIKey=MFYSYFVPBJMHGN-ZPOLXVRWSA-N,"InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-15,18,22,26H,3-8,10-11H2,1-2H3/t14-,15-,18+,19-,20-,21-/m0/s1",C1CC2=CC(=O)CC[C@@]2([C@@H]2[C@@H]1[C@@H]1CC[C@@]([C@]1(CC2=O)C)(C(=O)CO)O)C
creat,InChIKey=CVSVTCORWBXHQV-UHFFFAOYSA-N,"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)",CN(CC(=O)O)C(=N)N
crm_hs,,"",OC[C@H](NC(=O)*)[C@H](O)/C=C/CCCCCCCCCCCCC
crn,InChIKey=PHIQHXFUZVPYII-LURJTMIESA-N,"InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3/t6-/m0/s1",C([C@H](CC(=O)[O-])O)[N+](C)(C)C
crtn,InChIKey=DDRJAANPRJIHGJ-UHFFFAOYSA-N,"InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)",C1(=N)N(CC(=O)N1)C
crtsl,InChIKey=JYGXADMDTFJGBT-VWUMJDOOSA-N,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",C1CC2=CC(=O)CC[C@@]2([C@@H]2[C@@H]1[C@@H]1CC[C@@]([C@]1(C[C@@H]2O)C)(C(=O)CO)O)C
ctp,InChIKey=PCDQPRRSZKQHHS-XVFCMESISA-J,"InChI=1S/C9H16N3O14P3/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H2,10,11,15)(H2,16,17,18)/p-4/t4-,6-,7-,8-/m1/s1",c1cn([C@H]2[C@@H]([C@@H]([C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])O2)O)O)c(nc1=N)[O-]
cys_L,InChIKey=XUJNEKJLAYXESH-REOHCLBHSA-N,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",C(=O)([C@H](CS)N)O
cysleuthr,InChIKey=XZKJEOMFLDVXJG-DOLQZWNJSA-N,"InChI=1S/C13H25N3O5S/c1-6(2)4-9(15-11(18)8(14)5-22)12(19)16-10(7(3)17)13(20)21/h6-10,17,22H,4-5,14H2,1-3H3,(H,15,18)(H,16,19)(H,20,21)/t7-,8-,9+,10-/m1/s1",CC(C)C[C@@H](C(=N[C@H]([C@@H](C)O)C(=O)O)O)N=C([C@@H](CS)N)O
cytd,InChIKey=UHDGCWIWMRVCDJ-XVFCMESISA-N,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1",n1(c(=O)nc(cc1)N)[C@@H]1O[C@@H]([C@H]([C@H]1O)O)CO
dadp,InChIKey=DAEAPNUQQAICNR-RRKCRQDMSA-K,"InChI=1S/C10H15N5O9P2/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(23-7)2-22-26(20,21)24-25(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H2,11,12,13)(H2,17,18,19)/p-3/t5-,6+,7+/m0/s1",C1[C@@H]([C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O[C@H]1n1cnc2c(N)ncnc12)O
dag_hs,InChIKey=XIAZEYRSKHAPND-UHFFFAOYSA-N,"InChI=1S/C47H68O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39-41-46(49)51-44-45(43-48)52-47(50)42-40-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,23-26,29-32,35-38,45,48H,3-4,9-10,15-16,21-22,27-28,33-34,39-44H2,1-2H3",CCC=CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC
damp,InChIKey=KHWCHTKSEGGWEX-RRKCRQDMSA-L,"InChI=1S/C10H14N5O6P/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(21-7)2-20-22(17,18)19/h3-7,16H,1-2H2,(H2,11,12,13)(H2,17,18,19)/p-2/t5-,6+,7+/m0/s1",C1[C@@H]([C@@H](COP(=O)([O-])[O-])O[C@H]1n1cnc2c(N)ncnc12)O
datp,InChIKey=SUYVUBYJARFZHO-RRKCRQDMSA-J,"InChI=1S/C10H16N5O12P3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(16)6(25-7)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,16H,1-2H2,(H,20,21)(H,22,23)(H2,11,12,13)(H2,17,18,19)/p-4/t5-,6+,7+/m0/s1",C1[C@@H]([C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O[C@H]1n1cnc2c(N)ncnc12)O
dca,InChIKey=GHVNFZFCNZKVNT-UHFFFAOYSA-M,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)/p-1",CCCCCCCCCC(=O)[O-]
dcacoa,InChIKey=CNKJPHSEFDPYDB-HSJNEKGZSA-J,"InChI=1S/C31H54N7O17P3S/c1-4-5-6-7-8-9-10-11-22(40)59-15-14-33-21(39)12-13-34-29(43)26(42)31(2,3)17-52-58(49,50)55-57(47,48)51-16-20-25(54-56(44,45)46)24(41)30(53-20)38-19-37-23-27(32)35-18-36-28(23)38/h18-20,24-26,30,41-42H,4-17H2,1-3H3,(H,33,39)(H,34,43)(H,47,48)(H,49,50)(H2,32,35,36)(H2,44,45,46)/p-4/t20-,24-,25-,26+,30-/m1/s1",CCCCCCCCCC(=O)SCCN=C(CCN=C([C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
dcmp,InChIKey=NCMVOABPESMRCP-SHYZEUOFSA-L,"InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)/p-2/t5-,6+,8+/m0/s1",c1cn([C@H]2C[C@@H]([C@@H](COP(=O)([O-])O)O2)O)c(nc1=N)[O-]
dcyt,InChIKey=CKTSBUTUHBMZGZ-SHYZEUOFSA-N,"InChI=1S/C9H13N3O4/c10-7-1-2-12(9(15)11-7)8-3-5(14)6(4-13)16-8/h1-2,5-6,8,13-14H,3-4H2,(H2,10,11,15)/t5-,6+,8+/m0/s1",n1(c(=O)nc(N)cc1)[C@@H]1O[C@@H]([C@H](C1)O)CO
ddca,InChIKey=POULHZVOKOAJMA-UHFFFAOYSA-M,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)/p-1",CCCCCCCCCCCC(=O)[O-]
ddcacoa,InChIKey=YMCXGHLSVALICC-GMHMEAMDSA-J,"InChI=1S/C33H58N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-24(42)61-17-16-35-23(41)14-15-36-31(45)28(44)33(2,3)19-54-60(51,52)57-59(49,50)53-18-22-27(56-58(46,47)48)26(43)32(55-22)40-21-39-25-29(34)37-20-38-30(25)40/h20-22,26-28,32,43-44H,4-19H2,1-3H3,(H,35,41)(H,36,45)(H,49,50)(H,51,52)(H2,34,37,38)(H2,46,47,48)/p-4/t22-,26-,27-,28+,32-/m1/s1",CCCCCCCCCCCC(=O)SCCN=C(CCN=C([C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
dec24dicoa,InChIKey=FASAKYLWSRDQOH-IKZSJNQUSA-J,"InChI=1S/C31H50N7O17P3S/c1-4-5-6-7-8-9-10-11-22(40)59-15-14-33-21(39)12-13-34-29(43)26(42)31(2,3)17-52-58(49,50)55-57(47,48)51-16-20-25(54-56(44,45)46)24(41)30(53-20)38-19-37-23-27(32)35-18-36-28(23)38/h8-11,18-20,24-26,30,41-42H,4-7,12-17H2,1-3H3,(H,33,39)(H,34,43)(H,47,48)(H,49,50)(H2,32,35,36)(H2,44,45,46)/p-4/b9-8+,11-10+/t20-,24-,25-,26?,30-/m1/s1",CCCCC/C=C/C=C/C(=O)SCCN=C(CCN=C(C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
dece4coa,InChIKey=QTOYQSMKQWCWOX-CCVVLBLYSA-J,"InChI=1S/C31H52N7O17P3S/c1-4-5-6-7-8-9-10-11-22(40)59-15-14-33-21(39)12-13-34-29(43)26(42)31(2,3)17-52-58(49,50)55-57(47,48)51-16-20-25(54-56(44,45)46)24(41)30(53-20)38-19-37-23-27(32)35-18-36-28(23)38/h8-9,18-20,24-26,30,41-42H,4-7,10-17H2,1-3H3,(H,33,39)(H,34,43)(H,47,48)(H,49,50)(H2,32,35,36)(H2,44,45,46)/p-4/b9-8+/t20-,24-,25-,26+,30-/m1/s1",CCCCC/C=C/CCC(=O)SCCN=C(CCN=C([C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)OP(=O)([O-])[O-])O)[O-])[O-]
dgdp,InChIKey=CIKGWCTVFSRMJU-KVQBGUIXSA-K,"InChI=1S/C10H15N5O10P2/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(24-6)2-23-27(21,22)25-26(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H2,18,19,20)(H3,11,13,14,17)/p-3/t4-,5+,6+/m0/s1",C1[C@@H]([C@@H](COP(=O)(O)OP(=O)([O-])[O-])O[C@H]1n1cnc2c1[nH]c(=N)nc2[O-])O
dgtp,InChIKey=HAAZLUGHYHWQIW-KVQBGUIXSA-J,"InChI=1S/C10H16N5O13P3/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(26-6)2-25-30(21,22)28-31(23,24)27-29(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H,23,24)(H2,18,19,20)(H3,11,13,14,17)/p-4/t4-,5+,6+/m0/s1",C1[C@@H]([C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])O[C@H]1n1cnc2c1[nH]c(=N)nc2[O-])O
dhap,InChIKey=GNGACRATGGDKBX-UHFFFAOYSA-L,"InChI=1S/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)/p-2",C(C(=O)COP(=O)([O-])[O-])O
dhbpt,InChIKey=ZHQJVZLJDXWFFX-RPDRRWSUSA-N,"InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,15-16H,2H2,1H3,(H3,10,11,13,14,17)/t3-,4+,6-/m0/s1",O[C@H]([C@H](O)[C@@H]1N=c2c(=NC1)[nH]c(N)nc2=O)C
dhcholestanate,InChIKey=ITZYGDKGRKKBSN-YJAJKCCHSA-M,"InChI=1S/C27H46O4/c1-16(6-5-7-17(2)25(30)31)20-8-9-21-24-22(11-13-27(20,21)4)26(3)12-10-19(28)14-18(26)15-23(24)29/h16-24,28-29H,5-15H2,1-4H3,(H,30,31)/p-1/t16-,17?,18+,19-,20-,21+,22+,23-,24?,26?,27?/m1/s1",C[C@H](CCCC(C)C(=O)[O-])[C@H]1CC[C@H]2C3[C@H](CCC12C)C1(C)CC[C@H](C[C@H]1C[C@H]3O)O
dhcrm_hs,,"",OC[C@H](NC(=O)*)[C@H](O)CCCCCCCCCCCCCCC
dhdascb,InChIKey=SBJKKFFYIZUCET-DUZGATOHSA-N,"InChI=1S/C6H6O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-8H,1H2/t2-,5-/m1/s1",O1[C@H]([C@H](O)CO)C(=O)C(=O)C1=O
dhf,InChIKey=OZRNSSUDZOLUSN-LBPRGKRZSA-L,"InChI=1S/C19H21N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,12,21H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/p-2/t12-/m0/s1",c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)O)NCC1=Nc2c(NC1)[nH]c(=N)nc2[O-]
dhlam,InChIKey=VLYUGYAKYZETRF-UHFFFAOYSA-N,"InChI=1S/C8H17NOS2/c9-8(10)4-2-1-3-7(12)5-6-11/h7,11-12H,1-6H2,(H2,9,10)",C(CC(CCCCC(=O)N)S)S
dkmpp,InChIKey=HKEAOVFNWRDVAJ-UHFFFAOYSA-L,"InChI=1S/C6H11O6PS/c1-14-3-2-5(7)6(8)4-12-13(9,10)11/h2-4H2,1H3,(H2,9,10,11)/p-2",CSCCC(=O)C(=O)COP(=O)([O-])[O-]
doco13ac,InChIKey=DPUOLQHDNGRHBS-KTKRTIGZSA-M,"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/p-1/b10-9-",CCCCCCCC/C=C\CCCCCCCCCCCC(=O)[O-]
dopa,InChIKey=VYFYYTLLBUKUHU-UHFFFAOYSA-O,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2/p+1",c1cc(c(cc1CC[NH3+])O)O
dopaqn,InChIKey=AHMIDUVKSGCHAU-LURJTMIESA-N,"InChI=1S/C9H9NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6H,3,10H2,(H,13,14)/t6-/m0/s1",C(=O)(O)[C@@H](N)CC1=CC(=O)C(=O)C=C1
drib,InChIKey=PDWIQYODPROSQH-WISUUJSJSA-N,"InChI=1S/C5H10O4/c6-2-4-3(7)1-5(8)9-4/h3-8H,1-2H2/t3-,4+,5+/m1/s1",[C@@H]1([C@@H](C[C@H](O1)O)O)CO
dtmp,InChIKey=GYOZYWVXFNDGLU-XLPZGREQSA-L,"InChI=1S/C10H15N2O8P/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(20-8)4-19-21(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,11,14,15)(H2,16,17,18)/p-2/t6-,7+,8+/m0/s1",Cc1cn([C@H]2C[C@@H]([C@@H](COP(=O)([O-])O)O2)O)c(=O)nc1[O-]
dudp,InChIKey=QHWZTVCCBMIIKE-SHYZEUOFSA-K,"InChI=1S/C9H14N2O11P2/c12-5-3-8(11-2-1-7(13)10-9(11)14)21-6(5)4-20-24(18,19)22-23(15,16)17/h1-2,5-6,8,12H,3-4H2,(H,18,19)(H,10,13,14)(H2,15,16,17)/p-3/t5-,6+,8+/m0/s1",c1cn([C@H]2C[C@@H]([C@@H](COP(=O)(O)OP(=O)([O-])[O-])O2)O)c(=O)nc1[O-]
dump,InChIKey=JSRLJPSBLDHEIO-SHYZEUOFSA-L,"InChI=1S/C9H13N2O8P/c12-5-3-8(11-2-1-7(13)10-9(11)14)19-6(5)4-18-20(15,16)17/h1-2,5-6,8,12H,3-4H2,(H,10,13,14)(H2,15,16,17)/p-2/t5-,6+,8+/m0/s1",c1cn([C@H]2C[C@@H]([C@@H](COP(=O)([O-])O)O2)O)c(=O)nc1[O-]
duri,InChIKey=MXHRCPNRJAMMIM-SHYZEUOFSA-N,"InChI=1S/C9H12N2O5/c12-4-6-5(13)3-8(16-6)11-2-1-7(14)10-9(11)15/h1-2,5-6,8,12-13H,3-4H2,(H,10,14,15)/t5-,6+,8+/m0/s1",n1(c(=O)[nH]c(=O)cc1)[C@@H]1O[C@@H]([C@H](C1)O)CO
dutp,InChIKey=AHCYMLUZIRLXAA-SHYZEUOFSA-J,"InChI=1S/C9H15N2O14P3/c12-5-3-8(11-2-1-7(13)10-9(11)14)23-6(5)4-22-27(18,19)25-28(20,21)24-26(15,16)17/h1-2,5-6,8,12H,3-4H2,(H,18,19)(H,20,21)(H,10,13,14)(H2,15,16,17)/p-4/t5-,6+,8+/m0/s1",c1cn([C@H]2C[C@@H]([C@@H](COP(=O)([O-])OP(=O)(O)OP(=O)([O-])[O-])O2)O)c(=O)nc1[O-]
e4p,InChIKey=NGHMDNPXVRFFGS-IUYQGCFVSA-L,"InChI=1S/C4H9O7P/c5-1-3(6)4(7)2-11-12(8,9)10/h1,3-4,6-7H,2H2,(H2,8,9,10)/p-2/t3-,4+/m0/s1",C(=O)[C@@H]([C@@H](COP(=O)([O-])[O-])O)O
etfox,,"",*
etfrd,,"",[*H2]
etha,InChIKey=HZAXFHJVJLSVMW-UHFFFAOYSA-O,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2/p+1",C(CO)[NH3+]
ethamp,InChIKey=SUHOOTKUPISOBE-UHFFFAOYSA-M,"InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)/p-1",C(COP(=O)([O-])O)N
f1p,InChIKey=RHKKZBWRNHGJEZ-NSHGFSBMSA-L,"InChI=1S/C6H13O9P/c7-1-3-4(8)5(9)6(10,15-3)2-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/p-2/t3-,4-,5+,6?/m0/s1",C([C@H]1[C@@H]([C@H](C(COP(=O)([O-])[O-])(O)O1)O)O)O
